client_id,business_name,owner_first_name,trade,trade_confidence,license_class,roc_number,phone,city,zip,also_holds,email,website
the-headley-group-llc,THE HEADLEY GROUP LLC,William,general,high,B-1,362073,(602) 769-3092,Scottsdale,85255,,,
sierra-ridge-landscaping-llc,SIERRA RIDGE LANDSCAPING LLC,Michael,landscaping,high,CR-21,362071,(623) 826-5831,Whittmann,85361,,,
scottsdale-construction-llc,Scottsdale Construction LLC,Meera,general,high,KB-1,362070,(602) 585-8632,Scottsdale,85251,,,
peter-puentes,Peter Puentes,Peter,electrical,high,CR-11,362067,(951) 807-0054,Murrieta,92563,,,
pioneer-home-services-llc,PIONEER HOME SERVICES LLC,Robert,carpentry,high,CR-60,362066,(928) 455-1093,KINGMAN,86401,,,
bluplanet-llc,"BluPlanet, LLC",Robert,general,high,KB-1,362065,(480) 931-7141,Mayer,86333,,,
az-independence-solar-llc,"AZ Independence Solar, LLC",Jason,electrical,high,CR-11,362064,(602) 920-2549,Prescott Valley,86315,CR-12|CR-67,,
valor-pavement-solutions-inc,Valor Pavement Solutions Inc,James,asphalt,high,A-14,362061,(480) 749-8138,Phoenix,85085,KB-1,,
electrical-technologies-consultants-llc,Electrical Technologies Consultants LLC,Wilson,electrical,high,CR-11,362056,(903) 490-0590,Tucson,85746,,,
a2z-remodel-llc,A2Z REMODEL LLC,Kenneth,carpentry,medium,B-3,362055,(928) 519-8006,SCOTTSDALE,85259,C-61,,
claytek-inc,CLAYTEK INC.,David,electrical,high,CR-11,362054,(626) 373-3176,PHOENIX,85029,,,
priority-homes-solution-llc,"Priority Homes Solution, LLC",Christopher,handyman,high,R-62,362052,(520) 624-1206,TUCSON,85705,,,
watson-son-construction-handyman-llc,watson & son construction / handyman llc,Lothar,handyman,high,R-62,362050,(480) 758-1453,SAN TAN VALLEY,85140,,,
pelican-remodeling-llc,Pelican Remodeling LLC,Marilyn,carpentry,high,CR-61,362048,(602) 500-1571,PHOENIX,85032,,,
royal-contracting-pro-llc,Royal Contracting Pro LLC,Gustavo,excavating,high,R-2,362046,(928) 899-4998,PRESCOTT VALLEY,86314,R-14|CR-24,,
dmg-sc-llc,"DMG SC, LLC",Victor,hvac,high,CR-39,362044,(562) 692-1277,Orange,92865,,,
nextlevel-fabrications-llc,"Nextlevel Fabrications, LLC",Obed,welding,high,CR-56,362040,(602) 326-1017,Phoenix,85008,KB-2,,
moscas-custom-painting-llc,Moscas Custom Painting LLC,Manuel,sheetrock,high,CR-10,362039,(602) 592-7340,Phoenix,85029,CR-34,,
contreras-foam-roofing-llc,CONTRERAS FOAM ROOFING LLC,Sherlin,roofing,high,CR-42,362037,(602) 819-2442,PHOENIX,85040,,,
ermara-construction-llc,ERMARA CONSTRUCTION LLC,Ramon,sheetrock,high,CR-10,362036,(623) 221-0637,GLENDALE,85303,,,
cindi-lou-wells,Cindi Lou Wells,Cindi,general,high,KB-1,362030,(310) 753-1643,Hermosa Beach,90254,,,
j-c-compton-enterprises-inc,J C  Compton Enterprises Inc,Joshua,excavating,high,R-2,362027,(623) 523-7508,Tempe,85283,C-67,,
vl-construction-llc,VL Construction LLC,Carlos,hvac,high,CR-79,362026,(928) 234-4510,Ft. Mohave,86426,KA|CR-11|KB-2|CR-37,,
jpk-electric-handyman-services-llc,JPK ELECTRIC HANDYMAN SERVICES LLC,Joshua,electrical,high,CR-11,362025,(928) 208-0846,Lake Havasu,86403,,,
solution-munoz-llc,Solution Munoz LLC,Carlos,general,high,KB-2,362021,(602) 359-0874,PHOENIX,85042,,,
hyojin-america-inc,Hyojin America Inc,Phil,electrical,high,C-11,362017,(470) 388-4888,Winder,30680,,,
pool-equipment-shades-llc,Pool Equipment Shades LLC,Daniel,awnings,high,CR-3,362015,(480) 343-2862,Phoenix,85028,,,
best-floor-coatings-llc,Best Floor Coatings LLC,Fernando,painting,high,CR-34,362013,(602) 330-6857,Mesa,85204,R-62,,
proline-flooring-llc,Proline Flooring LLC,Loredana,flooring,high,CR-8,362010,(623) 606-6577,Peoria,85383,B,,
928-contracting-llc,928 Contracting LLC,Morgan,general,high,KB-1,362006,(928) 713-9738,Prescott,86301,,,
vps-maintenance-llc,VPS Maintenance LLC,Ryan,handyman,high,R-62,362003,(480) 787-1028,Scottsdale,85260,,,
desert-elite-plumbing-llc,Desert Elite Plumbing LLC,Joel,plumbing,high,R-37R,362000,(480) 438-5037,Mesa,85207,C-37,,
smj-mechanical-llc,SMJ Mechanical LLC,Ryan,hvac,high,CR-39,361998,(480) 338-5586,Mesa,85215,,,
legacy-bath-llc,Legacy Bath LLC,Lester,general,high,B-3,361997,(623) 414-9591,FLORENCE,85132,,,
camelback-construction-services-llc,CAMELBACK CONSTRUCTION SERVICES LLC,Zachary,sheetrock,high,CR-10,361990,(480) 694-5209,PHOENIX,85018,KB-2,,
tri-point-electric-llc,TRI-POINT ELECTRIC LLC.,Tyler,electrical,high,CR-11,361989,(602) 696-6279,PHOENIX,85021,,,
iron-king-metal-works-llc,Iron King Metal Works LLC,Benjamin,welding,high,CR-24,361986,(928) 237-6547,Humboldt,86329,,,
elevate-home-maintenance-handyman-services-inc,Elevate Home Maintenance & Handyman Services Inc.,Christopher,handyman,high,R-62,361985,(623) 229-7536,LITCHFIELD PARK,85340,,,
roofing-professionals-llc,Roofing Professionals LLC,Donald,roofing,high,CR-42,361984,(682) 777-6197,Flower Mound,75022,,,
perfection-az-painting-llc,Perfection AZ Painting LLC,Fatima,painting,high,CR-34,361983,(602) 301-7084,PHOENIX,85037,,,
verdi-group-llc,Verdi Group LLC,Jethro,general,high,B-2,361976,(209) 324-3518,Waterford,95386,,,
chameleon-painting-llc,Chameleon Painting LLC,Stephen,painting,high,CR-34,361973,(307) 202-1712,Mesa,85201,,,
agape-doors-llc,Agape Doors LLC,Hector,carpentry,high,R-60,361972,(602) 935-5307,Phoenix,85043,C-60,,
heavenly-home-solutions-llc,Heavenly Home Solutions LLC,Tony,pools,medium,B,361970,(623) 298-9335,Surprise,85379,CR-6,,
oenex-llc,Oenex LLC,Jeffrey,tile,high,CR-48,361968,(520) 401-2092,Tucson,85713,R-60|KB-2,,
redpointe-landscaping-llc,RedPointe Landscaping LLC,Francisca,landscaping,high,CR-21,361967,(602) 384-7484,PHOENIX,85043,,,
ray-wall-drywall-llc,RAY-WALL DRYWALL LLC,Ray,sheetrock,high,CR-10,361962,(623) 418-0664,Phoenix,85037,,,
mint-construction-llc,Mint Construction LLC,Nicholas,general,high,B-1,361961,(801) 996-3646,Sandy,84047,,,
xtreme-backyards-llc,Xtreme backyards LLC,Quentin,landscaping,medium,B-4,361960,(480) 528-6875,Queen Creek,85142,CR-21,,
affirmative-underground-llc,Affirmative Underground LLC,Robert,welldrilling,high,A-4,361959,(602) 437-1220,Tempe,85282,,,
renewal-painting-solutions-llc,Renewal Painting Solutions LLC,Kevin,painting,high,CR-34,361958,(347) 229-4473,BUCKEYE,85396,,,
black-mountain-systems-llc,"BLACK MOUNTAIN SYSTEMS, LLC",Ryan,roofing,high,R-42,361957,(480) 438-4401,Phoenix,85016,,,
hoey-construction-llc,Hoey Construction LLC,David,general,high,B,361954,(949) 412-2763,PRESCOTT VALLEY,86314,,,
the-sun-company-california-inc,"THE SUN COMPANY CALIFORNIA, INC.",Emmett,general,high,B-1,361953,(415) 858-9091,TUCSON,85749,,,
northstar-property-development-llc,"NorthStar Property Development, LLC",Jose,excavating,high,A-5,361952,(480) 528-6802,Congress,85332,R-2,,
james-low,James Low,James,plumbing,high,CR-37,361949,(702) 622-8380,Henderson,89074,,,
mike-matzke-roofing-and-construction-llc,Mike Matzke Roofing and Construction L.L.C.,Michael,roofing,high,CR-42,361947,(760) 595-5550,Yuma,85364,KB-1,,
backyard-structures-of-arizona-llc,Backyard Structures of Arizona LLC,Jeremy,general,high,B-3,361944,(480) 709-9512,APACHE JUNCTION,85119,,,
928-construction-llc,"928 Construction, LLC",Adam,septic,medium,KB-2,361941,(928) 821-9667,Flagstaff,86005,CR-41,,
prestige-ironworks-llc,Prestige Ironworks LLC,Anthony,welding,high,CR-24,361940,(602) 919-3882,GLENDALE,85306,,,
sentinel-interior-finishes-llc,Sentinel Interior Finishes LLC,David,carpentry,high,CR-60,361939,(602) 459-0760,Phoenix,85040,CR-10,,
ellsworth-home-services-llc,Ellsworth Home Services LLC,Colton,plumbing,high,R-37R,361935,(480) 593-2265,Gilbert,85233,CR-40|CR-39,,
ae-contracting-llc,A&E Contracting LLC,Emad,general,high,KB-2,361931,(480) 434-7171,Mesa,85202,,,
agtech-concrete-inc,AGTECH CONCRETE INC,Jonathan,concrete,high,CR-9,361929,(928) 642-2586,Prescott Valley,86314,,,
gage-cade-construction-llc,"Gage & Cade Construction, LLC",Garrett,general,high,B-1,361927,(512) 379-8176,Bertram,78605,,,
arctic-wolf-refrigeration-llc,Arctic Wolf Refrigeration LLC,Kenny,hvac,high,CR-39,361926,(480) 498-9146,Avondale,85323,,,
sky-country-heating-cooling-inc,"SKY COUNTRY HEATING & COOLING, INC",Adam,hvac,high,R-39R,361923,(435) 313-1889,Hurricane,84737,,,
jones-heating-cooling-llc,Jones Heating & Cooling LLC,Dustin,hvac,high,CR-39,361920,(602) 849-0819,Mesa,85207,,,
gibsons-renovations-llc,Gibson's Renovations LLC,Ervin,general,high,KB-2,361919,(602) 332-6694,PEORIA,85383,,,
3-bar-3-civil-corp,"3 Bar 3 Civil, Corp",Clayton,general,high,KB-1,361918,(520) 455-4740,Sonoita,85637,,,
phoenix-sa-of-pennsylvania-llc,"Phoenix SA of Pennsylvania, LLC",Michael,general,high,B-1,361912,(215) 605-6049,Warminster,18974,,,
west-tek-construction-llc,West Tek Construction LLC,Melvin,electrical,high,CR-11,361911,(435) 704-0921,Cedar City,84721,,,
corrquest-automation-inc,"Corrquest Automation, Inc.",Christopher,electrical,high,CR-11,361909,(503) 305-3810,Albany,97321,,,
utility-metering-solutions-llc,Utility Metering Solutions LLC,Allen,electrical,high,C-11,361901,(985) 634-9942,Hammond,70401,,,
a-squared-electric-inc,A SQUARED ELECTRIC INC,Anthony,electrical,high,R-11,361900,(518) 477-3251,Mesa,85207,,,
sapphire-plumbing-company-llc,SAPPHIRE PLUMBING COMPANY LLC,Carlos,carpentry,high,CR-61,361896,(520) 369-8892,Tucson,85746,R-37R,,
coles-elite-concrete-llc,COLE'S ELITE CONCRETE LLC,Ryan,concrete,high,CR-9,361895,(480) 843-5523,Santan Valley,85144,,,
smilys-electrical-services-llc,SMILY'S ELECTRICAL SERVICES LLC,Adrian,electrical,high,CR-11,361894,(520) 236-0877,Tucson,85756,,,
chap-glazing-llc,"Chap Glazing, LLC",Bryan,glass,high,CR-65,361893,(480) 834-2375,Gilbert,85233,,,
rr-constructions-llc,RR CONSTRUCTIONS LLC,Ricardo,sheetrock,high,CR-10,361892,(956) 570-4354,ORO VALLEY,85737,,,
marlees-construction-llc,Marlee's Construction LLC,Sean,general,high,B-1,361891,(304) 290-7792,Pittsburgh,15241,,,
integra-av-techs-inc,Integra AV Techs Inc,CARLOS,lowvoltage,high,C-67,361889,(562) 375-1565,PHOENIX,92804,,,
arvizus-painting-llc,Arvizu's Painting LLC,Diana,painting,high,CR-34,361888,(928) 246-6562,Somerton,85350,CR-34,,
season-pro-insulation-llc,Season Pro Insulation LLC,Kaden,insulation,high,R-40,361883,(208) 244-0894,Chubbuck,83202,,,
renuity-operations-llc,"Renuity Operations, LLC",Lucas,plumbing,medium,KB-1,361881,(608) 716-7900,Madison,53716,CR-37,,
joseph-lee-leitner,Joseph Lee Leitner,Joseph,handyman,high,R-62,361878,(602) 459-5010,Chino Valley,86323,,,
gw-contracting-llc,GW Contracting LLC,George,handyman,high,R-62,361872,(623) 363-4931,Great Falls,59405,R-13|CR-36,,
remodel-management-usa-llc,REMODEL MANAGEMENT USA L.L.C.,Jon,general,high,B,361864,(480) 252-2248,Gilbert,85298,,,
premier-wood-floors-inc,PREMIER WOOD FLOORS INC,Radu,flooring,high,CR-8,361861,(773) 255-2318,Phoenix,85085,,,
snapp-construction-llc,Snapp Construction LLC,Jordan,general,high,KB-1,361860,(480) 580-3378,Phoenix,85086,,,
du-van-ta,Du Van Ta,Du,general,high,B-1,361859,(626) 265-6973,Alhambra,91801,,,
aa-custom-builders-llc,"AA CUSTOM BUILDERS, LLC",Alexander,general,high,KB-2,361856,(602) 908-3455,Tucson,85704,KB-1,,
fairway-construction-az-company,Fairway Construction AZ Company,Christopher,general,high,B,361851,(951) 830-7807,Wildomar,92595,,,
oasis-electric-llc,Oasis Electric LLC,Nathan,electrical,high,CR-11,361850,(509) 205-4518,Gilbert,85295,,,
phoenix-single-ply-llc,PHOENIX SINGLE PLY LLC,Dewayne,roofing,high,CR-42,361849,(480) 295-0222,Mesa,85212,,,
apex-prime-solutions-llc,APEX Prime Solutions LLC,Jesse,general,high,KB-2,361847,(928) 530-6351,BULLHEAD CITY,86442,,,
sean-lee-burdette,Sean Lee Burdette,Sean,hvac,high,CR-39,361846,(714) 299-0363,Buena Park,90620,,,
e-z-plumbing-tech-llc,"E-Z PLUMBING TECH, LLC",Samuel,plumbing,high,CR-37,361844,(520) 302-1315,Tucson,85706,,,
southwest-home-repair-inc,SOUTHWEST HOME REPAIR INC.,Joshua,plumbing,high,CR-37,361840,(520) 633-1540,Tucson,85718,CR-11,,
a-i-painting-llc,A & I painting LLC,Abel,painting,high,CR-34,361839,(480) 729-1275,Mesa,85202,,,
hofrenning-construction-llc,Hofrenning Construction LLC,Ritchie,general,high,KB-2,361838,(406) 399-6299,Scottsdale,85260,,,
masonry-constructionjoe-medina-llc,"Masonry Construction/Joe Medina, LLC",Joe,masonry,high,CR-31,361837,(602) 760-9204,Phoenix,85007,,,
wy-colt-construction-llc,Wy-Colt Construction LLC,Lawrence,general,high,KB-1,361835,(520) 240-8100,TUCSON,85750,,,
loenbro-llc,"LOENBRO, LLC",Jason,electrical,high,C-11,361834,(406) 453-1542,Westminster,80234,A,,
verduzco-drywall-llc,VERDUZCO DRYWALL LLC,Diana,sheetrock,high,CR-10,361833,(480) 430-6441,Apache Junction,85120,,,
raynes-construction-llc,Rayne's Construction LLC,Kent,general,high,KB-2,361829,(602) 575-1663,MESA,85204,,,
vibrant-building-solutions-llc,Vibrant Building Solutions LLC,Garrett,general,high,KB-2,361828,(928) 710-6134,Prescott (Yavapai),86304,B,,
southwest-home-repair-inc,SOUTHWEST HOME REPAIR INC.,Joshua,plumbing,high,CR-37,361823,(520) 633-1540,Tucson,85718,CR-11,,
martinez-asphalt-llc,Martinez Asphalt LLC.,Juan,general,high,A,361815,(480) 226-1417,Tolleson,85353,,,
eifler-development-llc,Eifler Development LLC,Colton,general,high,KB-1,361814,(602) 653-0563,PHOENIX,85018,,,
zm-fiber-llc,Z&M Fiber LLC,Gretchen,lowvoltage,high,CR-67,361813,(623) 209-4314,Rio Rico,85648,,,
pacificwest-energy-solutions-inc,"PacificWest Energy Solutions, Inc",Craig,general,high,A,361811,(812) 471-5000,Northridge,91324,B-1,,
summit-plumbing-and-air-llc,SUMMIT PLUMBING AND AIR LLC,Jacob,hvac,high,R-39R,361809,(520) 244-8234,Tucson,85730,R-37R,,
arizona-renewable-energy-development-llc,ARIZONA RENEWABLE ENERGY DEVELOPMENT LLC,Wajdi,electrical,high,C-11,361806,(917) 861-6880,Huntington Beach,92648,B-1,,
arizona-fire-solution-group-llc,Arizona Fire Solution Group LLC,Mireya,fireprotection,high,C-16,361805,(602) 689-8628,PHOENIX,85020,,,
z-construction-services-llc,Z Construction Services LLC,Robert,general,high,B-1,361803,(281) 667-8046,Albuquerque,87110,,,
nick-wang,Nick Wang,Nick,hvac,high,C-58,361801,(626) 265-6418,Alhambra,91801,,,
bingham-industrial-services-llc,Bingham Industrial Services LLC,Zachary,hvac,high,C-49,361798,(442) 456-1127,Buckeye,85326,,,
randals-tower-tech-inc,"RANDAL'S TOWER TECH, INC.",Riley,general,high,B-2,361796,(254) 493-7296,Belton,76513,,,
elkay-interior-systems-inc,"ELKAY INTERIOR SYSTEMS, INC.",Steven,carpentry,high,C-7,361792,(800) 837-8373,Milwaukee,53202,,,
xtreme-roofing-llc,XTREME ROOFING LLC,Dayana,roofing,high,CR-42,361789,(520) 332-3997,TUCSON,85706,,,
mercier-dirt-work-llc,Mercier Dirt Work LLC,Jared,septic,high,CR-41,361785,(928) 391-1834,KINGMAN,86401,,,
tmg-mobile-services-inc,"TMG MOBILE SERVICES, INC",Howard,handyman,high,R-62,361784,(480) 404-4223,GLENDALE,85306,,,
black-magic-asphalt-az-llc,Black Magic Asphalt AZ LLC,Madison,asphalt,high,R-13,361783,(435) 265-5048,Logan,84321,,,
dys-construction-az-llc,DYS CONSTRUCTION AZ LLC,Avraham,general,high,B-3,361781,(443) 858-4621,SCOTTSDALE,85253,,,
java-remodeling-llc,JAVA Remodeling LLC,Joseph,general,high,B-3,361780,(480) 277-2055,Queen Creek,85142,,,
guardian-garage-phx-llc,Guardian Garage PHX LLC,Ryan,handyman,high,R-62,361779,(480) 785-6721,Tempe,85283,CR-34|KB-2,,
db-utility-llc,DB Utility LLC,David,electrical,high,CR-11,361778,(801) 541-9421,Austin,78727,,,
garners-plumbing-llc,"Garner's Plumbing, LLC",Garner,plumbing,high,CR-37,361776,(206) 661-9713,Chandler,85249,,,
okland-construction-company-inc,Okland Construction Company Inc,Michael,plumbing,high,C-37,361775,(480) 990-3330,Salt Lake City,84115,C-11|C-4|A|B-1,,
double-m-renovation-llc,Double M Renovation LLC,Mark,sheetrock,high,R-10,361774,(520) 256-2137,Tucson,85715,,,
happy-tails-painting-llc,"Happy Tails Painting, LLC",Denise,painting,high,CR-34,361773,(520) 334-7434,Tucson,85718,,,
mesa-pool-company-llc,"MESA POOL COMPANY, LLC",Clint,pools,high,CR-6,361772,(480) 274-3495,MESA,85203,,,
devalle-construction-llc,DeValle Construction LLC,Auctavius,painting,high,CR-34,361766,(623) 900-1088,PHOENIX,85016,,,
morris-guzman-rodriguez-jr,Morris Guzman Rodriguez Jr.,Morris,plumbing,high,C-37,361763,(760) 365-5625,Yucca Valley,92284,,,
dc-fab-llc,"DC Fab, LLC",Brandon,welding,high,CR-56,361762,(480) 519-2279,MESA,85213,,,
cas-tech-mechanical-llc,CAS Tech Mechanical LLC,David,hvac,high,CR-39,361761,(928) 300-0239,CAVE CREEK,85331,,,
zitting-brothers-construction-llc,Zitting Brothers Construction LLC,Leroy,carpentry,high,CR-7,361760,(435) 635-4068,Hurricane,84737,,,
desert-air-pro-llc,Desert Air Pro LLC,Russell,hvac,high,CR-39,361755,(623) 776-6767,Peoria,85383,,,
wire-electric-llc,Wire Electric LLC,Ryan,electrical,high,CR-11,361753,(616) 340-4000,MARANA,85653,,,
ceg-minnesota-inc,"CEG-MINNESOTA, INC.",Shafqat,general,high,A,361749,(651) 463-6263,Lakeville,55044,,,
diamond-canyon-painting-llc,"Diamond Canyon Painting, LLC",Reymundo,painting,high,CR-34,361743,(520) 647-6214,Tucson,85757,,,
spooner-contracting-llc,Spooner Contracting LLC,John,carpentry,high,C-61,361739,(623) 297-9561,Phoenix,85080,,,
phoenix-blacktop-company-llc,Phoenix Blacktop Company LLC,Christopher,asphalt,high,CR-69,361737,(480) 433-8244,MESA,85209,,,
ckp-xv-llc,CKP-XV LLC,Corey,painting,high,CR-34,361734,(602) 890-3194,Gilbert,85298,,,
stone-oak-construction-design-inc,Stone Oak Construction & Design Inc,Arturo,masonry,medium,KB-1,361733,(970) 909-4695,BUCKEYE,85326,,,
dr-hvac-llc,"DR HVAC, LLC",Brian,hvac,high,CR-39,361732,(623) 396-7027,Phoenix,85016,,,
shepherds-construction-llc,Shepherd's Construction LLC,Robert,plumbing,high,CR-37,361731,(623) 570-5552,Avondale,85392,CR-61,,
luxury-oasis-construction-llc,Luxury Oasis Construction LLC,Robert,general,high,KB-2,361729,(480) 698-5974,Florence,85132,,,
power-peak-roofing-llc,Power Peak Roofing LLC,Fernando,roofing,high,CR-42,361724,(602) 516-9180,San Tan Valley,85140,,,
top-tier-installation-llc,Top Tier Installation LLC,Alivia,handyman,high,R-62,361718,(928) 242-0881,Show Low,85901,,,
foremost-utilities-llc,FOREMOST UTILITIES LLC,Dawnna,excavating,high,CR-2,361717,(800) 431-3078,Birch Tree,65438,,,
blue-sky-fencing-and-outdoor-solutions-llc,Blue Sky Fencing And Outdoor Solutions LLC,Jarrett,fencing,high,R-14,361716,(815) 557-2864,Vail,85641,,,
american-made-landscape-designs-llc,American Made Landscape Designs LLC,Dominic,landscaping,high,CR-21,361715,(480) 455-2213,Queen Creek,85142,,,
action-builders-llc,Action Builders LLC,Cesar,sheetrock,high,CR-10,361714,(575) 621-7095,PHOENIX,85035,,,
agua-nueva-stucco-and-lathing-llc,Agua Nueva Stucco And Lathing LLC,Isidro,masonry,medium,CR-36,361712,(520) 273-5103,Tucson,85756,,,
arizona-hardscape-construction-llc,"Arizona Hardscape & Construction, LLC",Miguel,demolition,medium,KB-2,361711,(928) 542-2307,Bullhead City,86442,CR-57,,
bm-excavation-llc,BM Excavation LLC,James,excavating,high,CR-2,361710,(480) 933-4081,Mesa,85213,,,
primmer-paints-llc,Primmer Paints LLC,Evangeline,painting,high,CR-34,361708,(674) 857-5539,Tucson,85746,,,
bear-down-flooring-llc,Bear Down Flooring LLC,Diego,tile,high,CR-48,361707,(520) 912-5798,TUCSON,85746,CR-8,,
hassayampa-fence-barn-llc,Hassayampa Fence & Barn LLC,Tanner,fencing,high,CR-14,361706,(623) 695-6581,Wittmann,85361,,,
jerryl-llc,JerryL LLC,Gerardo,handyman,high,R-62,361703,(480) 974-4840,Mesa,85201,,,
southland-process-group-llc,Southland Process Group LLC,Chadwick,electrical,high,C-11,361697,(770) 483-2193,Commerce,30530,B-1,,
complete-home-care-llc,Complete Home Care LLC,Christopher,excavating,high,R-2,361693,(480) 298-7220,Mesa,85210,B-5|CR-21,,
g-homez-construction-llc,G-HOMEZ CONSTRUCTION LLC,Claudia,carpentry,high,CR-60,361692,(623) 216-2842,Wittmann,85361,CR-36,,
sandy-bottom-pools-llc,Sandy Bottom Pools LLC,Jonathon,pools,high,R-6,361691,(480) 577-2326,Mesa,85213,,,
clean-air-epoxy-llc,Clean Air Epoxy LLC,Christopher,flooring,high,CR-8,361690,(408) 892-1682,Tempe,85283,,,
apex-infrastructure-technologies-llc,"APEX Infrastructure Technologies, LLC",Steven,excavating,high,CR-2,361684,(980) 837-7996,Matthews,28105,,,
v-t-west-inc,"V-T West, Inc.",Terry,carpentry,high,CR-60,361682,(712) 369-0949,Downey,90241,,,
unlimited-environmental-inc,"Unlimited Environmental, Inc.",William,demolition,high,CR-57,361674,(562) 981-6600,PHOENIX,85016,,,
rescue-one-arizona-llc,Rescue One Arizona LLC,Daniel,hvac,high,CR-39,361672,(562) 353-9054,Tempe,85281,R-37R,,
super-nova-home-renovations-llc,Super Nova Home Renovations LLC,Renardo,general,high,KB-2,361671,(602) 754-4855,Mesa,85213,,,
cvs-masonry-construction-llc,CVS MASONRY CONSTRUCTION LLC,Roberto,masonry,high,CR-31,361669,(623) 205-5109,GLENDALE,85301,,,
innovative-glass-llc,Innovative Glass LLC,Terry,glass,high,CR-65,361667,(480) 228-2692,Gilbert,85296,,,
chill-dudes-comfort-solutions-llc,"Chill Dudes Comfort Solutions, LLC",Aaron,hvac,high,R-39R,361665,(725) 267-4302,Las Vegas,89123,,,
s-s-welding-llc,S & S WELDING LLC,ROSS,steel,high,CR-17,361664,(480) 819-1955,Santan Valley,85140,,,
blueprint-builders-group-llc,Blueprint Builders Group LLC,Adrian,general,high,KB-2,361657,(520) 757-8938,San Tan Valley,85140,,,
mastercraft-premier-construction-llc,MASTERCRAFT PREMIER CONSTRUCTION LLC,Randall,roofing,high,CR-42,361656,(480) 240-8313,Scottsdale,85260,,,
az-legacy-electric-llc,Az Legacy Electric LLC,Jesus,electrical,high,CR-11,361655,(602) 380-4990,PHOENIX,85043,,,
david-leon-dyer-jr,David Leon Dyer Jr,David,handyman,high,R-62,361653,(623) 888-9583,Phoenix,85023,,,
lg-cns-america-inc,"LG CNS AMERICA, INC.",David,lowvoltage,high,CR-67,361651,(201) 266-2451,Englewood,07632,B-1,,
titan-dirt-and-septic-llc,Titan Dirt and Septic LLC,James,excavating,high,R-2,361649,(520) 358-7042,Marana,85658,,,
jgc-concrete-inc,JGC concrete inc,joseph,concrete,high,C-9,361645,(714) 296-0931,Phoenix,85016,,,
richard-b-cachola,Richard B Cachola,Richard,electrical,high,C-11,361644,(623) 670-3831,Phoenix,85043,,,
pristine-plumbing-llc,Pristine Plumbing LLC,Levi,plumbing,high,CR-37,361642,(602) 800-4375,Mesa,85212,CR-39,,
my-duct-cleaners-llc,My Duct Cleaners LLC,Nathan,hvac,medium,CR-45,361638,(800) 833-3594,Phoenix,85023,,,
jp-refrigeration-electric-llc,JP Refrigeration & Electric LLC,Jacob,electrical,high,C-11,361637,(619) 259-9490,Yuma,85364,C-49|CR-39,,
american-leak-detection-inc,"AMERICAN LEAK DETECTION, INC.",Seth,plumbing,high,CR-37,361636,(954) 904-1064,NEW HAVEN,06511,,,
turnkey-home-remodels-llc,TurnKey Home Remodels LLC,Amer,general,high,KB-2,361629,(623) 241-3909,Goodyear,85338,,,
all-temperature-service-air-conditioning-inc,"All Temperature Service Air Conditioning, Inc",James,plumbing,high,CR-37,361625,(408) 926-2718,PHOENIX,85016,CR-39|CR-4|KB-1,,
discount-air-condition-repair-and-installation-of-arizona-llc,Discount Air Condition Repair and Installation of Arizona LLC,Tyler,hvac,high,CR-39,361623,(714) 310-4100,Queen Creek,85142,,,
sparx-solar-inc,"SPARX SOLAR, INC.",Majdy,electrical,medium,KB-2,361622,(708) 845-0888,Phoenix,85017,,,
one-way-garage-doors-llc,One Way Garage Doors LLC,Rudi,carpentry,high,R-60,361621,(623) 250-8172,TOLLESON,85353,,,
pinnacle-peak-plumbing-llc,Pinnacle Peak Plumbing LLC,Jerry,plumbing,high,CR-37,361619,(702) 882-4040,SCOTTSDALE,85255,,,
green-desert-design-llc,GREEN DESERT DESIGN LLC,JORGE,landscaping,high,CR-21,361616,(623) 312-6148,Chandler,85226,,,
blackwolf-customs-llc,BlackWolf Customs LLC,Chris,carpentry,high,R-60,361615,(815) 347-1519,PHOENIX,85017,,,
y-j-painting-and-drywall-llc,"Y & J Painting and Drywall, LLC",Juan,sheetrock,high,CR-10,361614,(602) 721-7258,Buckeye,85326,CR-34,,
luxe-painting-llc,"Luxe Painting, LLC",Stephanie,painting,high,CR-34,361612,(602) 500-1856,PHOENIX,85085,,,
sweet-spot-construction-llc,Sweet Spot Construction LLC,Gregory,general,high,KB-2,361611,(480) 825-0662,Phoenix,85020,,,
johnson-controls-building-solutions-llc,"JOHNSON CONTROLS BUILDING SOLUTIONS, LLC",Scott,lowvoltage,high,C-67,361609,(561) 912-6917,Boca Raton,33431,C-39,,
a-z-roofing-repair-llc,A-Z Roofing Repair llc,John,roofing,high,CR-42,361608,(480) 359-7575,Mesa,85213,,,
arizona-shade-shutter-llc,"ARIZONA SHADE & SHUTTER, LLC",Joseph,general,high,KB-2,361605,(602) 989-1918,Mesa,85212,,,
sdb-inc,"SDB, Inc",Austin,general,high,KB-1,361604,(480) 967-5810,Tempe,85281,B-1|A|B,,
rvo-llc,RVO LLC,Ronald,landscaping,medium,KB-2,361603,(480) 530-1919,RIO VERDE,85263,CR-21,,
monveo-floor-coatings-llc,Monveo Floor Coatings LLC,Eddie,flooring,high,CR-8,361601,(602) 703-3346,Phoenix,85008,,,
adt-water-cleanup-and-restoration-llc,ADT WATER CLEANUP AND RESTORATION LLC,Randy,carpentry,high,R-61,361600,(602) 695-6023,MESA,85277,,,
